Event_ID,FC_ID,Event_Date,Inbound_Arrival_Time_min,Stow_Time_min,Pick_Time_min,Pack_Time_min,Outbound_Dispatch_Time_min,Carrier,Total_Cycle_Time_min,Throughput_per_Hour,Defect_Flag,SLA_Met_Flag
AMZ-EVT-001371,FC-MUM-01,2025-07-11,122,82,88,61,171,Carrier-A,524,0.2,0,0
AMZ-EVT-001372,FC-BER-01,2025-04-03,51,415,347,73,141,Carrier-A,1027,0.22,0,0
AMZ-EVT-001373,FC-MUM-01,2025-01-05,39,407,115,109,64,Carrier-A,734,0.32,0,0
AMZ-EVT-001374,FC-MUM-01,2025-10-17,19,89,295,223,350,Carrier-B,976,0.09,0,0
AMZ-EVT-001375,FC-MUM-01,2025-06-29,210,108,328,129,322,Carrier-C,1097,0.08,0,0
AMZ-EVT-001376,FC-MUM-01,2025-07-28,155,202,449,189,21,Carrier-D,1016,0.23,0,0
AMZ-EVT-001377,FC-MUM-01,2025-10-08,24,399,275,146,79,Carrier-E,923,0.19,0,0
AMZ-EVT-001378,FC-MUM-01,2025-02-02,204,319,322,158,291,Carrier-D,1294,0.23,0,0
AMZ-EVT-001379,FC-MUM-01,2025-11-11,199,354,142,227,136,Carrier-D,1058,0.24,0,0
AMZ-EVT-001380,FC-BER-01,2025-05-12,128,65,263,209,52,Carrier-D,717,0.26,0,0
AMZ-EVT-001381,FC-BER-01,2025-10-30,204,441,444,115,173,Carrier-D,1377,0.16,0,0
AMZ-EVT-001382,FC-MUM-01,2025-03-28,166,38,539,110,162,Carrier-A,1015,0.1,0,0
AMZ-EVT-001383,FC-BER-01,2025-06-06,41,468,191,77,187,Carrier-B,964,0.3,0,0
AMZ-EVT-001384,FC-SFO-01,2025-08-25,216,87,31,151,314,Carrier-B,799,0.31,0,0
AMZ-EVT-001385,FC-BER-01,2025-10-28,206,365,210,33,239,Carrier-C,1053,0.19,0,0
AMZ-EVT-001386,FC-BER-01,2025-02-09,178,387,148,186,268,Carrier-C,1167,0.22,0,0
AMZ-EVT-001387,FC-MUM-01,2025-03-12,61,291,53,69,224,Carrier-D,698,0.11,0,0
AMZ-EVT-001388,FC-MUM-01,2025-11-05,161,11,81,227,292,Carrier-A,772,0.35,0,0
AMZ-EVT-001389,FC-BER-01,2025-06-08,152,63,577,33,342,Carrier-D,1167,0.06,0,0
AMZ-EVT-001390,FC-MUM-01,2025-09-23,40,11,226,39,153,Carrier-E,469,0.2,0,1
AMZ-EVT-001391,FC-BER-01,2025-10-07,79,41,571,205,96,Carrier-A,992,0.07,0,0
AMZ-EVT-001392,FC-MUM-01,2025-06-17,75,422,427,154,61,Carrier-D,1139,0.2,0,0
AMZ-EVT-001393,FC-LON-01,2025-01-13,223,11,585,132,63,Carrier-B,1014,0.22,0,0
AMZ-EVT-001394,FC-MUM-01,2025-11-18,31,249,256,95,188,Carrier-A,819,0.31,0,0
AMZ-EVT-001395,FC-SFO-01,2025-09-09,201,208,229,54,80,Carrier-A,772,0.1,0,0
AMZ-EVT-001396,FC-SFO-01,2025-06-08,68,445,584,18,194,Carrier-A,1309,0.05,0,0
AMZ-EVT-001397,FC-BER-01,2025-05-18,212,308,366,146,68,Carrier-D,1100,0.2,0,0
AMZ-EVT-001398,FC-BER-01,2025-01-02,45,428,115,129,226,Carrier-D,943,0.21,1,0
AMZ-EVT-001399,FC-MUM-01,2025-09-09,122,210,92,29,158,Carrier-A,611,0.13,0,0
AMZ-EVT-001400,FC-LON-01,2025-04-24,84,368,599,51,128,Carrier-A,1230,0.13,0,0
AMZ-EVT-001401,FC-BER-01,2025-04-09,111,218,582,22,201,Carrier-D,1134,0.23,0,0
AMZ-EVT-001402,FC-BER-01,2025-11-22,189,341,118,171,73,Carrier-D,892,0.18,0,0
AMZ-EVT-001403,FC-BER-01,2025-06-21,73,200,590,17,164,Carrier-A,1044,0.15,0,0
AMZ-EVT-001404,FC-MUM-01,2025-08-25,67,100,368,191,299,Carrier-C,1025,0.24,0,0
AMZ-EVT-001405,FC-BER-01,2025-03-24,123,452,350,43,145,Carrier-C,1113,0.12,0,0
AMZ-EVT-001406,FC-MUM-01,2025-04-27,201,352,195,52,255,Carrier-C,1055,0.18,0,0
AMZ-EVT-001407,FC-MUM-01,2025-06-26,106,285,234,134,33,Carrier-A,792,0.37,0,0
AMZ-EVT-001408,FC-MUM-01,2025-06-02,7,474,427,36,306,Carrier-A,1250,0.08,0,0
AMZ-EVT-001409,FC-MUM-01,2025-09-15,7,432,361,135,135,Carrier-B,1070,0.21,0,0
AMZ-EVT-001410,FC-BER-01,2025-03-28,203,85,140,158,181,Carrier-A,767,0.24,0,0
AMZ-EVT-001411,FC-SFO-01,2025-07-26,169,201,188,131,339,Carrier-D,1028,0.27,0,0
AMZ-EVT-001412,FC-BER-01,2025-02-13,156,66,593,209,34,Carrier-A,1058,0.08,0,0
AMZ-EVT-001413,FC-MUM-01,2025-07-18,77,460,374,228,306,Carrier-A,1445,0.2,0,0
AMZ-EVT-001414,FC-SFO-01,2025-02-24,37,135,547,33,165,Carrier-D,917,0.23,0,0
AMZ-EVT-001415,FC-MUM-01,2025-11-08,16,244,110,150,174,Carrier-D,694,0.32,0,0
AMZ-EVT-001416,FC-MUM-01,2025-04-10,76,212,460,234,80,Carrier-A,1062,0.15,0,0
AMZ-EVT-001417,FC-SFO-01,2025-10-31,172,158,152,89,81,Carrier-D,652,0.34,0,0
AMZ-EVT-001418,FC-MUM-01,2025-09-10,15,394,78,74,335,Carrier-A,896,0.09,0,0
AMZ-EVT-001419,FC-MUM-01,2025-04-07,67,283,117,26,138,Carrier-D,631,0.14,0,0
AMZ-EVT-001420,FC-MUM-01,2025-01-28,115,350,47,199,42,Carrier-A,753,0.23,0,0
AMZ-EVT-001421,FC-MUM-01,2025-08-10,131,266,237,164,338,Carrier-A,1136,0.2,0,0
AMZ-EVT-001422,FC-SFO-01,2025-01-29,29,196,359,199,249,Carrier-C,1032,0.1,0,0
AMZ-EVT-001423,FC-BER-01,2025-10-14,88,392,395,179,293,Carrier-B,1347,0.18,0,0
AMZ-EVT-001424,FC-MUM-01,2025-11-10,186,245,38,129,48,Carrier-C,646,0.43,0,0
AMZ-EVT-001425,FC-BER-01,2025-11-19,60,185,478,149,308,Carrier-D,1180,0.19,0,0
AMZ-EVT-001426,FC-LON-01,2025-06-24,102,464,439,83,92,Carrier-B,1180,0.23,1,0
AMZ-EVT-001427,FC-MUM-01,2025-09-04,75,165,596,34,17,Carrier-D,887,0.2,0,0
AMZ-EVT-001428,FC-BER-01,2025-09-23,109,217,211,36,291,Carrier-C,864,0.34,0,0
AMZ-EVT-001429,FC-MUM-01,2025-06-16,65,451,506,184,248,Carrier-A,1454,0.18,0,0
AMZ-EVT-001430,FC-BER-01,2025-01-28,117,319,321,134,153,Carrier-A,1044,0.16,1,0
AMZ-EVT-001431,FC-MUM-01,2025-09-17,171,180,318,82,176,Carrier-C,927,0.26,0,0
AMZ-EVT-001432,FC-SFO-01,2025-04-10,107,18,429,133,241,Carrier-B,928,0.18,0,0
AMZ-EVT-001433,FC-SFO-01,2025-07-26,62,74,445,190,310,Carrier-A,1081,0.12,0,0
AMZ-EVT-001434,FC-SFO-01,2025-10-02,141,203,378,81,351,Carrier-A,1154,0.08,0,0
AMZ-EVT-001435,FC-MUM-01,2025-08-15,117,350,330,59,339,Carrier-B,1195,0.08,0,0
AMZ-EVT-001436,FC-SFO-01,2025-03-04,215,156,399,179,341,Carrier-B,1290,0.17,0,0
AMZ-EVT-001437,FC-SFO-01,2025-02-25,220,240,436,98,164,Carrier-A,1158,0.24,0,0
AMZ-EVT-001438,FC-BER-01,2025-05-22,109,195,305,231,26,Carrier-B,866,0.29,0,0
AMZ-EVT-001439,FC-MUM-01,2025-05-04,7,255,99,26,218,Carrier-E,605,0.1,0,0
AMZ-EVT-001440,FC-SFO-01,2025-01-04,46,118,401,123,294,Carrier-C,982,0.17,0,0
AMZ-EVT-001441,FC-SFO-01,2025-10-05,54,251,234,216,46,Carrier-A,801,0.17,0,0
AMZ-EVT-001442,FC-MUM-01,2025-11-03,90,69,137,140,42,Carrier-D,478,0.27,0,1
AMZ-EVT-001443,FC-BER-01,2025-07-07,153,405,443,190,248,Carrier-A,1439,0.08,0,0
AMZ-EVT-001444,FC-MUM-01,2025-09-04,49,220,116,175,80,Carrier-B,640,0.4,0,0
AMZ-EVT-001445,FC-MUM-01,2025-06-18,20,337,241,107,32,Carrier-E,737,0.16,0,0
AMZ-EVT-001446,FC-MUM-01,2025-11-15,146,159,549,145,18,Carrier-A,1017,0.19,0,0
AMZ-EVT-001447,FC-SFO-01,2025-10-04,189,74,484,96,15,Carrier-D,858,0.14,0,0
AMZ-EVT-001448,FC-SFO-01,2025-10-19,55,265,194,92,141,Carrier-B,747,0.19,0,0
AMZ-EVT-001449,FC-SFO-01,2025-06-22,24,345,595,53,72,Carrier-C,1089,0.1,0,0
AMZ-EVT-001450,FC-MUM-01,2025-07-26,239,333,410,194,172,Carrier-A,1348,0.16,0,0
AMZ-EVT-001451,FC-BER-01,2025-08-07,84,33,333,44,20,Carrier-D,514,0.5,0,0
AMZ-EVT-001452,FC-MUM-01,2025-08-29,231,59,44,114,102,Carrier-A,550,0.27,0,0
AMZ-EVT-001453,FC-BER-01,2025-09-22,97,315,517,31,303,Carrier-D,1263,0.12,0,0
AMZ-EVT-001454,FC-MUM-01,2025-08-22,115,294,243,226,138,Carrier-A,1016,0.14,0,0
AMZ-EVT-001455,FC-BER-01,2025-06-13,140,302,431,165,138,Carrier-D,1176,0.14,0,0
AMZ-EVT-001456,FC-MUM-01,2025-11-08,143,242,142,186,335,Carrier-E,1048,0.1,0,0
AMZ-EVT-001457,FC-MUM-01,2025-05-24,176,277,340,187,115,Carrier-C,1095,0.13,0,0
AMZ-EVT-001458,FC-MUM-01,2025-01-20,178,335,139,177,130,Carrier-D,959,0.13,1,0
AMZ-EVT-001459,FC-MUM-01,2025-02-12,208,185,435,79,353,Carrier-B,1260,0.17,0,0
AMZ-EVT-001460,FC-MUM-01,2025-05-20,105,452,248,31,138,Carrier-D,974,0.26,0,0
AMZ-EVT-001461,FC-MUM-01,2025-03-21,222,450,114,68,273,Carrier-D,1127,0.16,0,0
AMZ-EVT-001462,FC-MUM-01,2025-04-20,103,20,235,65,259,Carrier-A,682,0.17,0,0
AMZ-EVT-001463,FC-BER-01,2025-08-09,207,127,106,47,230,Carrier-D,717,0.24,0,0
AMZ-EVT-001464,FC-BER-01,2025-09-20,71,118,216,63,62,Carrier-A,530,0.56,0,0
AMZ-EVT-001465,FC-MUM-01,2025-10-12,200,227,112,49,161,Carrier-B,749,0.37,0,0
AMZ-EVT-001466,FC-BER-01,2025-09-22,94,324,125,214,198,Carrier-C,955,0.28,0,0
AMZ-EVT-001467,FC-MUM-01,2025-06-12,7,111,388,31,195,Carrier-C,732,0.17,1,0
AMZ-EVT-001468,FC-MUM-01,2025-01-25,34,192,523,23,280,Carrier-B,1052,0.09,0,0
AMZ-EVT-001469,FC-LON-01,2025-10-12,180,189,84,92,113,Carrier-B,658,0.17,0,0
AMZ-EVT-001470,FC-BER-01,2025-06-30,39,90,207,159,221,Carrier-C,716,0.33,0,0
AMZ-EVT-001471,FC-MUM-01,2025-05-04,66,442,224,234,252,Carrier-E,1218,0.22,0,0
AMZ-EVT-001472,FC-MUM-01,2025-06-11,140,333,68,86,339,Carrier-B,966,0.19,0,0
AMZ-EVT-001473,FC-LON-01,2025-08-18,214,411,438,68,269,Carrier-B,1400,0.05,0,0
AMZ-EVT-001474,FC-MUM-01,2025-01-14,114,124,363,194,293,Carrier-A,1088,0.15,0,0
AMZ-EVT-001475,FC-SFO-01,2025-05-15,78,248,376,136,91,Carrier-A,929,0.18,0,0
AMZ-EVT-001476,FC-LON-01,2025-11-25,80,17,521,56,258,Carrier-B,932,0.1,0,0
AMZ-EVT-001477,FC-BER-01,2025-05-13,139,360,381,219,297,Carrier-B,1396,0.16,0,0
AMZ-EVT-001478,FC-SFO-01,2025-10-26,210,268,202,214,47,Carrier-A,941,0.29,0,0
AMZ-EVT-001479,FC-MUM-01,2025-09-06,199,272,412,208,216,Carrier-A,1307,0.07,0,0
AMZ-EVT-001480,FC-MUM-01,2025-11-23,116,248,89,151,345,Carrier-D,949,0.31,0,0
AMZ-EVT-001481,FC-SFO-01,2025-10-06,51,155,235,170,131,Carrier-C,742,0.19,0,0
AMZ-EVT-001482,FC-MUM-01,2025-09-01,13,259,293,210,205,Carrier-C,980,0.2,0,0
AMZ-EVT-001483,FC-MUM-01,2025-09-30,89,220,309,225,356,Carrier-D,1199,0.18,0,0
AMZ-EVT-001484,FC-MUM-01,2025-06-12,93,468,453,127,124,Carrier-A,1265,0.23,0,0
AMZ-EVT-001485,FC-BER-01,2025-11-02,206,152,390,147,352,Carrier-E,1247,0.18,0,0
AMZ-EVT-001486,FC-MUM-01,2025-09-13,134,16,494,152,347,Carrier-E,1143,0.25,0,0
AMZ-EVT-001487,FC-SFO-01,2025-07-27,54,114,282,167,239,Carrier-A,856,0.18,0,0
AMZ-EVT-001488,FC-SFO-01,2025-08-07,187,100,316,129,222,Carrier-A,954,0.16,0,0
AMZ-EVT-001489,FC-SFO-01,2025-08-07,130,340,221,78,73,Carrier-B,842,0.33,0,0
AMZ-EVT-001490,FC-MUM-01,2025-07-19,70,247,463,195,263,Carrier-B,1238,0.07,0,0
AMZ-EVT-001491,FC-LON-01,2025-06-27,126,75,181,232,339,Carrier-C,953,0.22,0,0
AMZ-EVT-001492,FC-LON-01,2025-11-01,92,193,86,195,240,Carrier-A,806,0.13,0,0
AMZ-EVT-001493,FC-SFO-01,2025-01-09,164,104,278,61,321,Carrier-B,928,0.16,0,0
AMZ-EVT-001494,FC-SFO-01,2025-01-28,47,430,407,52,100,Carrier-A,1036,0.25,0,0
AMZ-EVT-001495,FC-SFO-01,2025-03-04,40,282,202,47,330,Carrier-B,901,0.28,0,0
AMZ-EVT-001496,FC-BER-01,2025-06-06,164,371,529,191,92,Carrier-B,1347,0.2,0,0
AMZ-EVT-001497,FC-MUM-01,2025-02-18,225,418,310,191,151,Carrier-B,1295,0.19,0,0
AMZ-EVT-001498,FC-BER-01,2025-03-26,127,35,412,76,247,Carrier-C,897,0.23,0,0
AMZ-EVT-001499,FC-MUM-01,2025-10-05,119,218,56,202,39,Carrier-A,634,0.23,0,0
AMZ-EVT-001500,FC-MUM-01,2025-10-18,139,98,526,99,200,Carrier-B,1062,0.16,0,0
AMZ-EVT-001501,FC-BER-01,2025-09-04,113,439,229,188,317,Carrier-B,1286,0.08,0,0
AMZ-EVT-001502,FC-MUM-01,2025-06-17,77,358,375,174,14,Carrier-A,998,0.16,0,0
AMZ-EVT-001503,FC-BER-01,2025-02-10,38,159,504,57,281,Carrier-B,1039,0.27,0,0
AMZ-EVT-001504,FC-MUM-01,2025-05-03,88,240,425,83,226,Carrier-E,1062,0.13,0,0
AMZ-EVT-001505,FC-MUM-01,2025-10-21,102,272,386,127,77,Carrier-C,964,0.13,0,0
AMZ-EVT-001506,FC-SFO-01,2025-03-14,90,305,198,139,281,Carrier-C,1013,0.13,0,0
AMZ-EVT-001507,FC-LON-01,2025-04-22,88,226,547,82,329,Carrier-A,1272,0.09,1,0
AMZ-EVT-001508,FC-MUM-01,2025-08-03,76,462,374,55,344,Carrier-B,1311,0.19,0,0
AMZ-EVT-001509,FC-MUM-01,2025-05-07,163,363,260,71,77,Carrier-C,934,0.14,0,0
AMZ-EVT-001510,FC-BER-01,2025-11-13,88,271,173,79,67,Carrier-B,678,0.29,0,0
AMZ-EVT-001511,FC-BER-01,2025-10-03,195,259,391,220,130,Carrier-A,1195,0.21,0,0
AMZ-EVT-001512,FC-MUM-01,2025-11-17,188,54,53,48,79,Carrier-A,422,0.6,0,1
AMZ-EVT-001513,FC-MUM-01,2025-01-01,67,191,93,238,85,Carrier-B,674,0.34,0,0
AMZ-EVT-001514,FC-SFO-01,2025-09-02,100,10,161,201,170,Carrier-D,642,0.31,0,0
AMZ-EVT-001515,FC-BER-01,2025-11-18,62,201,545,219,59,Carrier-D,1086,0.23,0,0
AMZ-EVT-001516,FC-MUM-01,2025-02-14,37,235,115,169,274,Carrier-C,830,0.36,0,0
AMZ-EVT-001517,FC-MUM-01,2025-09-12,144,253,449,173,113,Carrier-B,1132,0.09,0,0
AMZ-EVT-001518,FC-BER-01,2025-07-27,137,134,44,24,192,Carrier-D,531,0.3,0,0
AMZ-EVT-001519,FC-MUM-01,2025-11-24,143,311,157,28,337,Carrier-C,976,0.08,1,0
AMZ-EVT-001520,FC-SFO-01,2025-10-24,215,60,465,192,153,Carrier-B,1085,0.28,0,0
AMZ-EVT-001521,FC-BER-01,2025-01-17,160,218,162,161,143,Carrier-C,844,0.11,0,0
AMZ-EVT-001522,FC-SFO-01,2025-08-09,99,192,467,170,24,Carrier-E,952,0.12,0,0
AMZ-EVT-001523,FC-BER-01,2025-03-29,62,401,491,117,50,Carrier-B,1121,0.08,0,0
AMZ-EVT-001524,FC-LON-01,2025-08-14,76,58,103,96,77,Carrier-A,410,0.42,0,1
AMZ-EVT-001525,FC-LON-01,2025-01-03,10,191,476,206,159,Carrier-D,1042,0.29,0,0
AMZ-EVT-001526,FC-MUM-01,2025-01-29,151,28,206,51,241,Carrier-E,677,0.1,0,0
AMZ-EVT-001527,FC-BER-01,2025-05-31,124,231,227,38,331,Carrier-C,951,0.17,0,0
AMZ-EVT-001528,FC-MUM-01,2025-07-07,24,208,33,48,103,Carrier-D,416,0.56,0,1
AMZ-EVT-001529,FC-MUM-01,2025-01-17,200,434,244,46,196,Carrier-C,1120,0.07,0,0
AMZ-EVT-001530,FC-BER-01,2025-08-22,105,408,443,210,45,Carrier-B,1211,0.23,0,0
AMZ-EVT-001531,FC-SFO-01,2025-11-25,37,259,265,194,306,Carrier-C,1061,0.18,0,0
AMZ-EVT-001532,FC-BER-01,2025-11-26,13,276,226,79,237,Carrier-A,831,0.32,0,0
AMZ-EVT-001533,FC-BER-01,2025-09-29,205,28,294,217,169,Carrier-A,913,0.18,0,0
AMZ-EVT-001534,FC-BER-01,2025-03-21,40,102,264,204,190,Carrier-C,800,0.22,0,0
AMZ-EVT-001535,FC-BER-01,2025-11-16,21,171,263,176,315,Carrier-D,946,0.1,0,0
AMZ-EVT-001536,FC-BER-01,2025-10-23,140,171,286,108,50,Carrier-A,755,0.19,0,0
AMZ-EVT-001537,FC-SFO-01,2025-08-19,104,285,130,31,53,Carrier-B,603,0.46,0,0
AMZ-EVT-001538,FC-BER-01,2025-09-01,39,380,433,208,141,Carrier-A,1201,0.24,0,0
AMZ-EVT-001539,FC-MUM-01,2025-10-17,170,432,406,186,256,Carrier-A,1450,0.16,0,0
AMZ-EVT-001540,FC-BER-01,2025-07-31,188,101,388,16,288,Carrier-A,981,0.15,0,0
AMZ-EVT-001541,FC-LON-01,2025-02-24,48,454,112,122,17,Carrier-B,753,0.08,0,0
AMZ-EVT-001542,FC-BER-01,2025-07-28,79,145,480,157,349,Carrier-C,1210,0.23,0,0
AMZ-EVT-001543,FC-BER-01,2025-05-10,16,176,39,125,338,Carrier-D,694,0.42,0,0
AMZ-EVT-001544,FC-SFO-01,2025-10-30,19,19,175,78,358,Carrier-C,649,0.39,0,0
AMZ-EVT-001545,FC-MUM-01,2025-07-06,185,420,265,70,172,Carrier-C,1112,0.27,0,0
AMZ-EVT-001546,FC-MUM-01,2025-04-18,23,31,161,179,90,Carrier-B,484,0.43,0,0
AMZ-EVT-001547,FC-SFO-01,2025-09-12,29,433,337,144,216,Carrier-C,1159,0.13,0,0
AMZ-EVT-001548,FC-SFO-01,2025-06-14,104,213,66,123,318,Carrier-C,824,0.28,0,0
AMZ-EVT-001549,FC-MUM-01,2025-11-16,46,344,165,63,36,Carrier-C,654,0.25,0,0
AMZ-EVT-001550,FC-MUM-01,2025-03-14,9,474,289,172,257,Carrier-C,1201,0.21,0,0
AMZ-EVT-001551,FC-MUM-01,2025-03-14,49,350,167,180,131,Carrier-A,877,0.25,0,0
AMZ-EVT-001552,FC-MUM-01,2025-02-26,82,478,564,234,29,Carrier-D,1387,0.09,0,0
AMZ-EVT-001553,FC-MUM-01,2025-01-14,135,160,102,26,165,Carrier-B,588,0.22,0,0
AMZ-EVT-001554,FC-MUM-01,2025-01-25,152,47,329,48,117,Carrier-E,693,0.22,0,0
AMZ-EVT-001555,FC-BER-01,2025-02-21,22,73,116,63,348,Carrier-B,622,0.19,0,0
AMZ-EVT-001556,FC-BER-01,2025-03-30,5,278,566,199,341,Carrier-B,1389,0.14,0,0
AMZ-EVT-001557,FC-MUM-01,2025-01-15,129,43,461,174,113,Carrier-D,920,0.1,0,0
AMZ-EVT-001558,FC-BER-01,2025-08-02,99,317,200,182,181,Carrier-D,979,0.25,0,0
AMZ-EVT-001559,FC-BER-01,2025-04-17,91,110,551,152,309,Carrier-E,1213,0.23,0,0
AMZ-EVT-001560,FC-MUM-01,2025-01-16,97,303,525,129,234,Carrier-C,1288,0.21,0,0
AMZ-EVT-001561,FC-LON-01,2025-03-16,25,368,402,97,344,Carrier-B,1236,0.11,0,0
AMZ-EVT-001562,FC-SFO-01,2025-10-03,91,34,99,227,76,Carrier-A,527,0.23,0,0
AMZ-EVT-001563,FC-MUM-01,2025-05-21,193,19,404,24,54,Carrier-A,694,0.4,0,0
AMZ-EVT-001564,FC-MUM-01,2025-10-18,178,64,405,230,346,Carrier-E,1223,0.19,0,0
AMZ-EVT-001565,FC-BER-01,2025-05-15,46,403,291,200,34,Carrier-C,974,0.28,0,0
AMZ-EVT-001566,FC-MUM-01,2025-02-17,185,384,357,190,320,Carrier-E,1436,0.05,0,0
AMZ-EVT-001567,FC-MUM-01,2025-01-18,19,476,579,137,107,Carrier-C,1318,0.11,0,0
AMZ-EVT-001568,FC-LON-01,2025-10-01,52,201,375,158,51,Carrier-D,837,0.17,0,0
AMZ-EVT-001569,FC-BER-01,2025-07-13,78,328,509,233,107,Carrier-D,1255,0.08,0,0
AMZ-EVT-001570,FC-BER-01,2025-05-24,107,342,455,128,10,Carrier-B,1042,0.25,0,0
AMZ-EVT-001571,FC-BER-01,2025-10-21,86,187,436,237,251,Carrier-C,1197,0.09,0,0
AMZ-EVT-001572,FC-MUM-01,2025-04-21,88,286,500,46,143,Carrier-B,1063,0.06,0,0
AMZ-EVT-001573,FC-MUM-01,2025-04-28,21,191,356,147,163,Carrier-E,878,0.32,0,0
AMZ-EVT-001574,FC-BER-01,2025-10-24,189,144,189,39,289,Carrier-C,850,0.29,0,0
AMZ-EVT-001575,FC-LON-01,2025-04-29,162,279,258,187,60,Carrier-B,946,0.09,0,0
AMZ-EVT-001576,FC-SFO-01,2025-01-14,96,34,236,109,198,Carrier-B,673,0.2,0,0
AMZ-EVT-001577,FC-BER-01,2025-09-28,123,46,380,198,270,Carrier-B,1017,0.15,0,0
AMZ-EVT-001578,FC-MUM-01,2025-01-01,185,317,206,52,240,Carrier-C,1000,0.11,0,0
AMZ-EVT-001579,FC-MUM-01,2025-01-24,215,53,255,44,305,Carrier-A,872,0.22,0,0
AMZ-EVT-001580,FC-MUM-01,2025-06-18,94,159,290,101,47,Carrier-A,691,0.39,0,0
AMZ-EVT-001581,FC-LON-01,2025-01-22,95,240,73,139,79,Carrier-E,626,0.27,0,0
AMZ-EVT-001582,FC-BER-01,2025-02-01,239,232,452,211,347,Carrier-A,1481,0.05,0,0
AMZ-EVT-001583,FC-SFO-01,2025-01-28,98,323,248,55,35,Carrier-B,759,0.39,0,0
AMZ-EVT-001584,FC-LON-01,2025-06-09,66,253,158,197,262,Carrier-D,936,0.15,0,0
AMZ-EVT-001585,FC-SFO-01,2025-01-22,50,356,557,85,134,Carrier-D,1182,0.06,0,0
AMZ-EVT-001586,FC-MUM-01,2025-01-23,8,194,278,16,358,Carrier-D,854,0.27,0,0
AMZ-EVT-001587,FC-MUM-01,2025-11-17,30,138,289,155,247,Carrier-C,859,0.15,0,0
AMZ-EVT-001588,FC-BER-01,2025-05-14,31,470,56,195,219,Carrier-A,971,0.26,0,0
AMZ-EVT-001589,FC-MUM-01,2025-08-31,33,327,446,187,29,Carrier-C,1022,0.07,0,0
AMZ-EVT-001590,FC-MUM-01,2025-11-08,65,180,358,222,163,Carrier-B,988,0.08,0,0
AMZ-EVT-001591,FC-SFO-01,2025-06-28,101,405,451,84,124,Carrier-B,1165,0.08,0,0
AMZ-EVT-001592,FC-SFO-01,2025-02-26,162,128,503,181,33,Carrier-C,1007,0.12,0,0
AMZ-EVT-001593,FC-BER-01,2025-09-17,61,465,204,88,357,Carrier-B,1175,0.08,0,0
AMZ-EVT-001594,FC-LON-01,2025-04-02,72,412,205,178,175,Carrier-A,1042,0.15,0,0
AMZ-EVT-001595,FC-MUM-01,2025-09-14,23,158,224,173,151,Carrier-C,729,0.36,1,0
AMZ-EVT-001596,FC-BER-01,2025-05-21,221,238,527,228,222,Carrier-A,1436,0.07,0,0
AMZ-EVT-001597,FC-SFO-01,2025-05-15,135,165,571,120,264,Carrier-A,1255,0.11,0,0
AMZ-EVT-001598,FC-MUM-01,2025-01-19,172,402,154,140,20,Carrier-D,888,0.18,0,0
AMZ-EVT-001599,FC-MUM-01,2025-10-18,129,56,196,193,59,Carrier-A,633,0.36,0,0
AMZ-EVT-001600,FC-BER-01,2025-07-29,12,416,565,20,239,Carrier-D,1252,0.18,0,0
AMZ-EVT-001601,FC-SFO-01,2025-10-05,219,461,365,204,294,Carrier-D,1543,0.11,1,0
AMZ-EVT-001602,FC-SFO-01,2025-01-31,214,338,345,43,81,Carrier-D,1021,0.21,0,0
AMZ-EVT-001603,FC-LON-01,2025-05-27,37,432,440,99,59,Carrier-C,1067,0.1,0,0
AMZ-EVT-001604,FC-MUM-01,2025-08-09,182,79,551,128,66,Carrier-C,1006,0.22,0,0
AMZ-EVT-001605,FC-BER-01,2025-07-22,17,40,542,173,264,Carrier-B,1036,0.16,0,0
AMZ-EVT-001606,FC-MUM-01,2025-04-21,222,263,591,237,63,Carrier-A,1376,0.19,0,0
AMZ-EVT-001607,FC-BER-01,2025-09-22,224,189,91,108,167,Carrier-A,779,0.09,0,0
AMZ-EVT-001608,FC-MUM-01,2025-06-07,57,317,455,90,53,Carrier-C,972,0.28,0,0
AMZ-EVT-001609,FC-BER-01,2025-02-05,67,471,169,218,268,Carrier-D,1193,0.05,0,0
AMZ-EVT-001610,FC-BER-01,2025-02-25,102,89,450,107,55,Carrier-A,803,0.26,0,0
AMZ-EVT-001611,FC-MUM-01,2025-11-07,145,197,195,197,52,Carrier-C,786,0.3,0,0
AMZ-EVT-001612,FC-MUM-01,2025-06-29,62,149,458,106,263,Carrier-B,1038,0.16,0,0
AMZ-EVT-001613,FC-BER-01,2025-10-09,78,148,210,97,335,Carrier-B,868,0.18,0,0
AMZ-EVT-001614,FC-SFO-01,2025-06-05,75,167,299,214,18,Carrier-C,773,0.08,0,0
AMZ-EVT-001615,FC-MUM-01,2025-06-02,180,142,499,90,156,Carrier-C,1067,0.08,0,0
AMZ-EVT-001616,FC-MUM-01,2025-07-10,103,298,359,123,247,Carrier-D,1130,0.26,0,0
AMZ-EVT-001617,FC-BER-01,2025-02-04,20,253,111,150,106,Carrier-B,640,0.26,0,0
AMZ-EVT-001618,FC-BER-01,2025-05-01,234,186,245,46,143,Carrier-A,854,0.12,0,0
AMZ-EVT-001619,FC-SFO-01,2025-01-27,109,375,303,38,199,Carrier-E,1024,0.28,0,0
AMZ-EVT-001620,FC-BER-01,2025-09-09,13,188,436,184,191,Carrier-E,1012,0.1,0,0
AMZ-EVT-001621,FC-MUM-01,2025-01-17,14,407,445,53,288,Carrier-B,1207,0.16,1,0
